Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Revenue_Per_Month,Customer_Value,Service_Count,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn_Probability,Risk_Segment,Retention_Recommendation,Potential_Revenue_Saved
15,64.65,994.55,1,89,4780,62.159375,969.75,4,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.97,High Risk,Free Premium Support,775.8000000000001
13,89.05,1169.35,1,82,3861,83.52499999999999,1157.65,4,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.845,High Risk,Offer 15% Discount,1068.6
23,94.75,2293.6,1,95,2740,95.56666666666666,2179.25,4,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.97,High Risk,Offer 15% Discount,1137.0
35,86.45,3029.1,1,68,5874,84.14166666666667,3025.75,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.845,High Risk,Offer 15% Discount,1037.4
56,98.25,5508.35,1,97,4886,96.6377192982456,5502.0,5,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.96,High Risk,Offer 15% Discount,1179.0
9,75.75,655.9,1,96,5105,65.59,681.75,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.95,High Risk,Welcome Retention Package,909.0
42,84.65,3541.35,1,76,4871,82.35697674418604,3555.3,3,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.855,High Risk,Offer 15% Discount,1015.8000000000001
11,79.5,868.5,1,68,3469,72.375,874.5,2,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.86,High Risk,Welcome Retention Package,954.0
1,85.8,85.8,1,99,2850,42.9,85.8,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.99,High Risk,Offer 15% Discount,1029.6
1,79.1,79.1,1,84,5001,39.55,79.1,2,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,949.1999999999999
3,44.3,134.5,1,88,4903,33.625,132.89999999999998,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.935,High Risk,Welcome Retention Package,531.5999999999999
5,69.75,324.6,1,99,3965,54.1,348.75,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.975,High Risk,Welcome Retention Package,837.0
51,94.65,4812.75,1,100,4747,92.5528846153846,4827.150000000001,4,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.985,High Risk,Offer 15% Discount,1135.8000000000002
1,50.15,50.15,1,98,3438,25.075,50.15,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.98,High Risk,Welcome Retention Package,601.8
41,113.6,4594.95,1,96,4963,109.40357142857142,4657.599999999999,8,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.945,High Risk,Offer 15% Discount,1363.1999999999998
29,78.9,2384.15,1,90,3249,79.47166666666666,2288.1000000000004,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.94,High Risk,Free Online Security,946.8000000000001
1,34.7,34.7,1,81,4476,17.35,34.7,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.99,High Risk,Welcome Retention Package,416.40000000000003
3,85.3,264.8,1,67,4934,66.2,255.9,3,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.86,High Risk,Offer 15% Discount,1023.5999999999999
66,102.45,6615.15,1,82,4688,98.73358208955224,6761.7,6,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.94,High Risk,Offer 15% Discount,1229.4
21,104.4,2200.25,1,67,5570,100.01136363636364,2192.4,6,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.92,High Risk,Offer 15% Discount,1252.8000000000002
1,99.75,99.75,1,93,4214,49.875,99.75,5,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.995,High Risk,Offer 15% Discount,1197.0
9,74.25,639.65,1,76,5393,63.965,668.25,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.81,High Risk,Welcome Retention Package,891.0
1,69.6,69.6,1,96,3438,34.8,69.6,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,835.1999999999999
9,45.4,418.8,1,81,5028,41.88,408.6,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.96,High Risk,Welcome Retention Package,544.8
1,69.9,69.9,1,88,3349,34.95,69.9,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,838.8000000000001
2,87.15,183.75,1,72,4149,61.25,174.3,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.94,High Risk,Offer 15% Discount,1045.8000000000002
3,84.75,264.85,1,100,2014,66.2125,254.25,3,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.98,High Risk,Offer 15% Discount,1017.0
14,89.95,1178.4,1,97,5463,78.56,1259.3,4,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.94,High Risk,Offer 15% Discount,1079.4
41,113.2,4689.5,1,89,3380,111.6547619047619,4641.2,7,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.895,High Risk,Offer 15% Discount,1358.4
13,90.5,1201.15,1,76,5394,85.79642857142858,1176.5,3,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.94,High Risk,Offer 15% Discount,1086.0
2,79.0,143.65,1,92,5239,47.88333333333333,158.0,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.935,High Risk,Welcome Retention Package,948.0
18,20.15,390.85,1,85,4931,20.571052631578947,362.7,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.86,High Risk,Free Online Security,241.79999999999998
1,71.65,71.65,1,93,2377,35.825,71.65,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.985,High Risk,Welcome Retention Package,859.8000000000001
12,78.1,947.3,1,89,4741,72.86923076923077,937.2,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.965,High Risk,Free Online Security,937.1999999999999
19,89.65,1761.05,1,74,3046,88.0525,1703.35,4,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.84,High Risk,Offer 15% Discount,1075.8000000000002
10,98.7,973.25,1,68,5561,88.47727272727273,987.0,5,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.96,High Risk,Offer 15% Discount,1184.4
1,76.35,76.35,1,67,5613,38.175,76.35,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.905,High Risk,Welcome Retention Package,916.1999999999999
23,79.15,1676.95,1,68,5216,69.87291666666667,1820.45,3,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.875,High Risk,Free Online Security,949.8000000000001
32,85.0,2642.05,1,94,4584,80.06212121212121,2720.0,3,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.975,High Risk,Offer 15% Discount,1020.0
32,85.3,2661.1,1,75,2712,80.63939393939394,2729.6,3,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.885,High Risk,Offer 15% Discount,1023.5999999999999
31,86.55,2697.4,1,74,4198,84.29375,2683.05,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.845,High Risk,Offer 15% Discount,1038.6
19,73.85,1424.5,1,89,2251,71.225,1403.15,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.915,High Risk,Free Online Security,886.1999999999999
57,44.85,2572.95,1,82,5172,44.36120689655172,2556.4500000000003,2,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.955,High Risk,Free Online Security,538.2
1,45.1,45.1,1,79,4499,22.55,45.1,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9,High Risk,Welcome Retention Package,541.2
1,20.05,20.05,1,66,4710,10.025,20.05,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.805,High Risk,Welcome Retention Package,240.60000000000002
10,45.55,402.6,1,67,4097,36.6,455.5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.875,High Risk,Welcome Retention Package,546.5999999999999
2,35.1,68.75,1,78,2643,22.916666666666668,70.2,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.945,High Risk,Welcome Retention Package,421.20000000000005
1,46.2,46.2,1,76,4167,23.1,46.2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.905,High Risk,Welcome Retention Package,554.4000000000001
1,45.15,45.15,1,89,5828,22.575,45.15,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.975,High Risk,Welcome Retention Package,541.8
1,43.3,43.3,1,91,4972,21.65,43.3,3,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.99,High Risk,Welcome Retention Package,519.5999999999999
19,73.2,1441.1,1,97,4718,72.05499999999999,1390.8,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.925,High Risk,Free Premium Support,878.4000000000001
52,85.35,4338.6,1,98,6402,81.86037735849057,4438.2,3,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.92,High Risk,Offer 15% Discount,1024.1999999999998
1,70.05,70.05,1,69,2699,35.025,70.05,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.935,High Risk,Welcome Retention Package,840.5999999999999
2,86.0,165.45,1,77,4546,55.15,172.0,3,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.985,High Risk,Offer 15% Discount,1032.0
35,100.5,3653.35,1,81,4745,101.48194444444444,3517.5,6,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.82,High Risk,Offer 15% Discount,1206.0
1,45.1,45.1,1,70,2740,22.55,45.1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.89,High Risk,Welcome Retention Package,541.2
30,50.4,1527.5,1,83,4795,49.274193548387096,1512.0,2,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.93,High Risk,Free Online Security,604.8
5,78.95,378.4,1,65,4054,63.06666666666666,394.75,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.905,High Risk,Welcome Retention Package,947.4000000000001
56,94.45,5124.6,1,96,4830,89.90526315789474,5289.2,5,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0.885,High Risk,Offer 15% Discount,1133.4
1,50.9,50.9,1,83,5111,25.45,50.9,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.955,High Risk,Welcome Retention Package,610.8
49,99.8,4872.45,1,83,6088,97.449,4890.2,5,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.875,High Risk,Offer 15% Discount,1197.6
47,107.35,5118.95,1,98,3620,106.64479166666666,5045.45,6,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.955,High Risk,Offer 15% Discount,1288.1999999999998
3,79.1,246.5,1,74,5339,61.625,237.3,3,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.89,High Risk,Welcome Retention Package,949.1999999999999
2,80.75,159.45,1,87,2176,53.15,161.5,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.975,High Risk,Offer 15% Discount,969.0
65,91.85,5940.85,1,82,5530,90.01287878787879,5970.25,4,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.925,High Risk,Offer 15% Discount,1102.1999999999998
1,75.35,75.35,1,90,5284,37.675,75.35,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,904.1999999999999
1,75.45,75.45,1,74,5518,37.725,75.45,2,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.985,High Risk,Welcome Retention Package,905.4000000000001
69,78.6,5356.45,1,93,6230,76.52071428571428,5423.4,7,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0.935,High Risk,Personal Retention Call,943.1999999999999
7,81.1,576.65,1,87,3238,72.08125,567.6999999999999,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.99,High Risk,Offer 15% Discount,973.1999999999999
11,74.95,825.7,1,70,2044,68.80833333333334,824.45,2,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.855,High Risk,Welcome Retention Package,899.4000000000001
1,93.55,93.55,1,81,5536,46.775,93.55,4,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1.0,High Risk,Offer 15% Discount,1122.6
58,102.1,5885.4,1,96,4415,99.75254237288136,5921.799999999999,6,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.945,High Risk,Offer 15% Discount,1225.1999999999998
14,90.9,1259.0,1,70,5148,83.93333333333334,1272.6,4,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.855,High Risk,Offer 15% Discount,1090.8000000000002
12,29.2,309.1,1,94,3747,23.77692307692308,350.4,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.915,High Risk,Free Online Security,350.4
25,89.15,2257.75,1,97,5853,86.83653846153847,2228.75,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.9,High Risk,Offer 15% Discount,1069.8000000000002
58,108.85,6287.25,1,91,4739,106.5635593220339,6313.299999999999,7,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.955,High Risk,Offer 15% Discount,1306.1999999999998
16,84.75,1350.15,1,99,5136,79.42058823529412,1356.0,3,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.955,High Risk,Offer 15% Discount,1017.0
1,45.7,45.7,1,99,3187,22.85,45.7,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,548.4000000000001
1,69.95,69.95,1,94,3208,34.975,69.95,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.985,High Risk,Welcome Retention Package,839.4000000000001
2,44.6,97.1,1,70,5482,32.36666666666667,89.2,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.85,High Risk,Welcome Retention Package,535.2
23,74.95,1710.45,1,89,5897,71.26875,1723.85,2,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.865,High Risk,Free Online Security,899.4000000000001
57,95.25,5464.65,1,93,5789,94.21810344827584,5429.25,4,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0.92,High Risk,Offer 15% Discount,1143.0
24,89.85,2165.05,1,95,2050,86.602,2156.4,4,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0.94,High Risk,Offer 15% Discount,1078.1999999999998
49,100.45,4941.8,1,90,4235,98.836,4922.05,5,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0.835,High Risk,Offer 15% Discount,1205.4
5,47.15,223.15,1,82,2857,37.19166666666667,235.75,2,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.97,High Risk,Welcome Retention Package,565.8
2,80.2,181.1,1,99,2384,60.36666666666667,160.4,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.965,High Risk,Offer 15% Discount,962.4000000000001
4,87.1,341.45,1,80,5587,68.28999999999999,348.4,4,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.925,High Risk,Offer 15% Discount,1045.1999999999998
5,75.9,357.75,1,87,3520,59.625,379.5,2,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.99,High Risk,Welcome Retention Package,910.8000000000001
10,86.45,830.85,1,80,5699,75.53181818181818,864.5,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.87,High Risk,Offer 15% Discount,1037.4
1,45.3,45.3,1,69,3049,22.65,45.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.94,High Risk,Welcome Retention Package,543.5999999999999
5,81.0,371.65,1,99,4287,61.94166666666666,405.0,3,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.99,High Risk,Offer 15% Discount,972.0
15,88.15,1390.6,1,79,2524,86.9125,1322.25,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.89,High Risk,Offer 15% Discount,1057.8000000000002
1,20.2,20.2,1,92,4325,10.1,20.2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.965,High Risk,Welcome Retention Package,242.39999999999998
26,90.8,2361.8,1,75,2641,87.47407407407408,2360.8,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.84,High Risk,Offer 15% Discount,1089.6
22,79.35,1730.35,1,68,4718,75.23260869565217,1745.6999999999998,3,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.87,High Risk,Free Online Security,952.1999999999999
21,96.8,2030.3,1,87,4317,92.28636363636365,2032.8,4,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.93,High Risk,Offer 15% Discount,1161.6
47,83.35,4065.0,1,98,2516,84.6875,3917.45,4,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.97,High Risk,Offer 15% Discount,1000.1999999999999
2,49.4,106.55,1,97,5115,35.516666666666666,98.8,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.96,High Risk,Welcome Retention Package,592.8
22,79.2,1742.75,1,91,3410,75.77173913043478,1742.4,6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.895,High Risk,Promote Long-Term Contract,950.4000000000001
7,48.7,340.25,1,98,2984,42.53125,340.90000000000003,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.945,High Risk,Welcome Retention Package,584.4000000000001
1,95.6,95.6,1,79,4091,47.8,95.6,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.975,High Risk,Offer 15% Discount,1147.1999999999998
43,108.15,4600.7,1,86,2833,104.56136363636364,4650.45,6,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0.96,High Risk,Offer 15% Discount,1297.8000000000002
1,71.35,71.35,1,77,2619,35.675,71.35,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.895,High Risk,Welcome Retention Package,856.1999999999999
1,20.15,20.15,1,86,4939,10.075,20.15,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.975,High Risk,Welcome Retention Package,241.79999999999998
1,69.75,69.75,1,66,2901,34.875,69.75,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.94,High Risk,Welcome Retention Package,837.0
32,93.2,2931.0,1,90,5247,88.81818181818181,2982.4,4,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.965,High Risk,Offer 15% Discount,1118.4
4,33.65,137.85,1,95,2563,27.57,134.6,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.915,High Risk,Welcome Retention Package,403.79999999999995
1,79.95,79.95,1,99,4815,39.975,79.95,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.995,High Risk,Welcome Retention Package,959.4000000000001
1,19.3,19.3,1,92,3236,9.65,19.3,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.86,High Risk,Welcome Retention Package,231.60000000000002
37,99.2,3754.6,1,79,3599,98.80526315789471,3670.4,6,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0.815,High Risk,Offer 15% Discount,1190.4
8,85.2,627.4,1,95,2887,69.71111111111111,681.6,3,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.97,High Risk,Offer 15% Discount,1022.4000000000001
3,75.25,242.0,1,83,5898,60.5,225.75,2,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.955,High Risk,Welcome Retention Package,903.0
1,54.35,54.35,1,87,4212,27.175,54.35,3,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.925,High Risk,Welcome Retention Package,652.2
5,24.95,100.4,1,79,5865,16.733333333333334,124.75,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.915,High Risk,Welcome Retention Package,299.4
1,75.3,75.3,1,100,3596,37.65,75.3,2,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.985,High Risk,Welcome Retention Package,903.5999999999999
51,94.8,4837.6,1,94,5074,93.03076923076924,4834.8,5,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,0.91,High Risk,Offer 15% Discount,1137.6
1,70.55,70.55,1,82,2146,35.275,70.55,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.965,High Risk,Welcome Retention Package,846.5999999999999
30,85.0,2624.25,1,97,3698,84.65322580645162,2550.0,3,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.885,High Risk,Offer 15% Discount,1020.0
2,80.55,184.1,1,69,2856,61.36666666666667,161.1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.87,High Risk,Offer 15% Discount,966.5999999999999
2,75.8,160.75,1,98,5270,53.583333333333336,151.6,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.955,High Risk,Welcome Retention Package,909.5999999999999
29,98.5,3004.15,1,72,5137,100.13833333333334,2856.5,5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.89,High Risk,Offer 15% Discount,1182.0
13,95.25,1233.65,1,97,2982,88.11785714285715,1238.25,4,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.98,High Risk,Offer 15% Discount,1143.0
7,74.4,527.9,1,96,4969,65.9875,520.8000000000001,2,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.955,High Risk,Welcome Retention Package,892.8000000000001
2,88.55,179.25,1,80,3685,59.75,177.1,4,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.96,High Risk,Offer 15% Discount,1062.6
