Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Revenue_Per_Month,Customer_Value,Service_Count,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn_Probability,Risk_Segment,Retention_Recommendation,Potential_Revenue_Saved
16,18.95,326.8,0,39,4726,19.223529411764705,303.2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.01,Low Risk,Standard Customer Engagement,227.39999999999998
58,100.35,5681.1,0,71,6432,96.28983050847458,5820.299999999999,5,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,0.215,Low Risk,VIP Customer Benefits,1204.1999999999998
25,105.5,2686.05,0,75,5822,103.3096153846154,2637.5,6,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.565,Medium Risk,5% Discount Offer,1266.0
69,113.25,7895.15,0,43,5141,112.78785714285712,7814.25,8,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0,Low Risk,VIP Customer Benefits,1359.0
52,20.65,1022.95,0,35,5186,19.30094339622641,1073.8,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.01,Low Risk,VIP Customer Benefits,247.79999999999998
71,106.7,7382.25,0,73,4479,102.53125,7575.7,6,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0.075,Low Risk,Standard Customer Engagement,1280.4
21,90.05,1862.9,0,57,5982,84.67727272727274,1891.05,4,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.025,Low Risk,VIP Customer Benefits,1080.6
12,19.8,202.25,0,77,5279,15.557692307692308,237.6,1,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.025,Low Risk,VIP Customer Benefits,237.60000000000002
58,59.9,3505.1,0,53,6407,59.40847457627118,3474.2,4,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,0.0,Low Risk,VIP Customer Benefits,718.8
49,59.6,2970.3,0,79,4986,59.406000000000006,2920.4,4,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.07,Low Risk,Standard Customer Engagement,715.2
30,55.3,1530.6,0,65,2725,49.37419354838709,1659.0,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.04,Low Risk,Standard Customer Engagement,663.5999999999999
72,90.25,6369.45,0,21,5974,87.2527397260274,6498.0,8,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.0,Low Risk,VIP Customer Benefits,1083.0
71,96.35,6766.95,0,38,5309,93.98541666666668,6840.849999999999,6,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.0,Low Risk,VIP Customer Benefits,1156.1999999999998
2,95.5,181.65,0,69,4449,60.55,191.0,4,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.365,Low Risk,Standard Customer Engagement,1146.0
27,66.15,1874.45,0,66,3213,66.94464285714285,1786.0500000000002,5,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0.01,Low Risk,Standard Customer Engagement,793.8000000000001
1,20.2,20.2,0,77,5526,10.1,20.2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.235,Low Risk,VIP Customer Benefits,242.39999999999998
1,45.25,45.25,0,40,3144,22.625,45.25,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07,Low Risk,Standard Customer Engagement,543.0
72,99.9,7251.7,0,79,5915,99.33835616438355,7192.8,6,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0.045,Low Risk,VIP Customer Benefits,1198.8000000000002
46,74.8,3548.3,0,41,3395,75.49574468085106,3440.8,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.015,Low Risk,Standard Customer Engagement,897.5999999999999
10,49.55,475.7,0,22,2392,43.24545454545454,495.5,2,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.035,Low Risk,Standard Customer Engagement,594.5999999999999
70,69.2,4872.35,0,25,4715,68.62464788732395,4844.0,5,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,0.0,Low Risk,Standard Customer Engagement,830.4000000000001
17,20.75,418.25,0,64,3646,23.23611111111111,352.75,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.005,Low Risk,Standard Customer Engagement,249.0
63,79.85,4861.45,0,70,4595,75.96015625,5030.549999999999,7,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0.015,Low Risk,Standard Customer Engagement,958.1999999999999
13,76.2,981.45,0,41,2569,70.10357142857143,990.6,6,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,0.0,Low Risk,Standard Customer Engagement,914.4000000000001
49,84.5,3906.7,0,71,6434,78.134,4140.5,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.22,Low Risk,VIP Customer Benefits,1014.0
2,49.25,97.0,0,57,3805,32.333333333333336,98.5,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.05,Low Risk,Standard Customer Engagement,591.0
52,79.75,4217.8,0,49,4142,79.5811320754717,4147.0,6,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0.0,Low Risk,Standard Customer Engagement,957.0
69,64.15,4254.1,0,62,5128,60.77285714285715,4426.35,5,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.0,Low Risk,VIP Customer Benefits,769.8000000000001
43,90.25,3838.75,0,52,2223,87.24431818181819,3880.75,4,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.03,Low Risk,Standard Customer Engagement,1083.0
25,69.5,1752.65,0,25,3154,67.40961538461539,1737.5,5,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.01,Low Risk,Standard Customer Engagement,834.0
60,74.85,4456.35,0,59,5153,73.05491803278689,4491.0,6,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0.005,Low Risk,VIP Customer Benefits,898.1999999999999
63,99.65,6311.2,0,79,4572,98.6125,6277.950000000001,5,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.135,Low Risk,Standard Customer Engagement,1195.8000000000002
66,108.45,7076.35,0,74,4582,105.61716417910448,7157.7,7,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.2,Low Risk,Standard Customer Engagement,1301.4
34,24.95,894.3,0,62,5408,25.55142857142857,848.3,2,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0,Low Risk,VIP Customer Benefits,299.4
72,107.5,7853.7,0,53,4708,107.58493150684932,7740.0,6,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.015,Low Risk,Standard Customer Engagement,1290.0
47,100.5,4707.1,0,70,4488,98.06458333333336,4723.5,5,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.24,Low Risk,Standard Customer Engagement,1206.0
60,89.9,5450.7,0,35,6292,89.35573770491803,5394.0,4,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.025,Low Risk,VIP Customer Benefits,1078.8000000000002
72,42.1,2962.0,0,29,6091,40.57534246575342,3031.2000000000003,3,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,Low Risk,VIP Customer Benefits,505.20000000000005
18,54.4,957.1,0,33,4948,50.37368421052632,979.2,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,0.035,Low Risk,Standard Customer Engagement,652.8
3,75.3,244.1,0,35,5387,61.025,225.9,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.07,Low Risk,VIP Customer Benefits,903.5999999999999
47,78.9,3650.35,0,61,3817,76.04895833333333,3708.3,3,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.015,Low Risk,Standard Customer Engagement,946.8000000000001
31,79.2,2497.2,0,78,4984,78.0375,2455.2000000000003,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.025,Low Risk,Standard Customer Engagement,950.4000000000001
50,20.15,930.9,0,20,5849,18.25294117647059,1007.5,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.005,Low Risk,VIP Customer Benefits,241.79999999999998
10,79.85,887.35,0,38,5983,80.66818181818182,798.5,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.04,Low Risk,VIP Customer Benefits,958.1999999999999
1,49.05,49.05,0,30,3178,24.525,49.05,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.025,Low Risk,Standard Customer Engagement,588.5999999999999
52,20.4,1090.65,0,26,5482,20.578301886792456,1060.8,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.0,Low Risk,VIP Customer Benefits,244.79999999999998
64,111.6,7099.0,0,69,4881,109.21538461538462,7142.4,7,True,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.06,Low Risk,Standard Customer Engagement,1339.1999999999998
62,24.25,1424.6,0,33,4444,22.61269841269841,1503.5,2,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0,Low Risk,Standard Customer Engagement,291.0
3,64.5,177.4,0,54,5613,44.35,193.5,4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0.1,Low Risk,VIP Customer Benefits,774.0
56,110.5,6139.5,0,21,4463,107.71052631578948,6188.0,7,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,0.04,Low Risk,Standard Customer Engagement,1326.0
46,55.65,2688.85,0,56,2867,57.2095744680851,2559.9,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.03,Low Risk,Standard Customer Engagement,667.8
8,54.65,482.25,0,43,5614,53.583333333333336,437.2,3,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.025,Low Risk,VIP Customer Benefits,655.8
30,74.75,2111.3,0,55,3033,68.10645161290323,2242.5,5,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.02,Low Risk,Standard Customer Engagement,897.0
45,25.9,1216.6,0,78,5741,26.44782608695652,1165.5,2,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.01,Low Risk,VIP Customer Benefits,310.79999999999995
11,50.55,565.35,0,28,3443,47.1125,556.05,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.045,Low Risk,Standard Customer Engagement,606.5999999999999
42,103.8,4327.5,0,37,4005,100.63953488372093,4359.599999999999,6,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.02,Low Risk,Standard Customer Engagement,1245.6
49,20.15,973.35,0,37,5422,19.467,987.35,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.0,Low Risk,VIP Customer Benefits,241.79999999999998
9,99.3,918.75,0,69,3540,91.875,893.6999999999999,5,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.84,High Risk,Offer 15% Discount,1191.6
35,62.15,2215.45,0,39,5255,61.540277777777774,2175.25,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.015,Low Risk,VIP Customer Benefits,745.8
48,20.65,1057.0,0,25,4124,21.571428571428573,991.2,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0,Low Risk,Standard Customer Engagement,247.79999999999998
46,19.95,927.1,0,80,5480,19.72553191489362,917.7,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.01,Low Risk,VIP Customer Benefits,239.39999999999998
29,33.75,1009.25,0,62,3664,33.641666666666666,978.75,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.02,Low Risk,Standard Customer Engagement,405.0
30,82.05,2570.2,0,9,5036,82.90967741935484,2461.5,3,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,Low Risk,VIP Customer Benefits,984.5999999999999
1,74.7,74.7,0,60,4182,37.35,74.7,2,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.075,Low Risk,Standard Customer Engagement,896.4000000000001
66,84.0,5714.25,0,24,5825,85.28731343283582,5544.0,7,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0.0,Low Risk,VIP Customer Benefits,1008.0
65,111.05,7107.0,0,38,5261,107.6818181818182,7218.25,7,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.01,Low Risk,VIP Customer Benefits,1332.6
72,100.9,7459.05,0,54,5781,102.17876712328768,7264.8,6,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.025,Low Risk,VIP Customer Benefits,1210.8000000000002
71,66.85,4748.7,0,26,4117,65.95416666666667,4746.349999999999,5,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,0.01,Low Risk,Standard Customer Engagement,802.1999999999999
52,21.0,1107.2,0,66,4158,20.89056603773585,1092.0,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.015,Low Risk,Standard Customer Engagement,252.0
1,20.2,20.2,0,77,2710,10.1,20.2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.085,Low Risk,Standard Customer Engagement,242.39999999999998
1,19.45,19.45,0,26,5612,9.725,19.45,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0.16,Low Risk,VIP Customer Benefits,233.39999999999998
38,95.0,3605.6,0,63,4741,92.45128205128204,3610.0,5,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,0.005,Low Risk,Standard Customer Engagement,1140.0
66,45.55,3027.25,0,28,6238,45.18283582089552,3006.3,3,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0.01,Low Risk,VIP Customer Benefits,546.5999999999999
5,24.3,100.2,0,61,4015,16.7,121.5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.055,Low Risk,Standard Customer Engagement,291.6
72,104.15,7303.05,0,21,4594,100.0417808219178,7498.8,6,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.005,Low Risk,Standard Customer Engagement,1249.8000000000002
32,30.15,927.65,0,60,3585,28.11060606060606,964.8,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.01,Low Risk,Standard Customer Engagement,361.79999999999995
43,94.35,3921.3,0,53,5845,89.12045454545455,4057.05,4,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0.01,Low Risk,VIP Customer Benefits,1132.1999999999998
72,19.4,1363.25,0,23,5234,18.67465753424657,1396.8,1,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0,Low Risk,VIP Customer Benefits,232.79999999999998
52,57.95,3042.25,0,28,6078,57.40094339622642,3013.4,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,0.005,Low Risk,VIP Customer Benefits,695.4000000000001
43,91.65,3954.1,0,65,3826,89.86590909090908,3940.95,4,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.14,Low Risk,Standard Customer Engagement,1099.8000000000002
64,54.6,3423.5,0,35,4850,52.66923076923077,3494.4,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0.01,Low Risk,Standard Customer Engagement,655.2
3,89.85,248.4,0,22,4648,62.1,269.54999999999995,4,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.025,Low Risk,Standard Customer Engagement,1078.1999999999998
36,31.05,1126.35,0,54,4871,30.44189189189189,1117.8,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015,Low Risk,Standard Customer Engagement,372.6
41,20.65,835.15,0,59,5918,19.88452380952381,846.65,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0,Low Risk,VIP Customer Benefits,247.79999999999998
27,85.2,2151.6,0,28,3796,76.84285714285714,2300.4,4,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.01,Low Risk,Standard Customer Engagement,1022.4000000000001
56,99.8,5515.45,0,43,4606,96.76228070175438,5588.8,5,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.025,Low Risk,Standard Customer Engagement,1197.6
6,20.7,112.75,0,47,5346,16.107142857142858,124.2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.0,Low Risk,VIP Customer Benefits,248.39999999999998
7,50.7,350.35,0,59,3097,43.79375,354.90000000000003,2,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.03,Low Risk,Standard Customer Engagement,608.4000000000001
4,20.85,62.9,0,76,3172,12.58,83.4,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.035,Low Risk,Standard Customer Engagement,250.20000000000002
33,88.95,3027.65,0,32,5087,89.0485294117647,2935.35,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,0.025,Low Risk,VIP Customer Benefits,1067.4
72,23.55,1723.95,0,59,5901,23.61575342465753,1695.6,2,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0.005,Low Risk,VIP Customer Benefits,282.6
1,19.75,19.75,0,68,2484,9.875,19.75,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.415,Low Risk,Standard Customer Engagement,237.0
71,56.45,3985.35,0,68,5372,55.35208333333333,4007.95,4,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0.09,Low Risk,VIP Customer Benefits,677.4000000000001
13,85.95,1215.65,0,58,5886,86.83214285714287,1117.35,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.06,Low Risk,VIP Customer Benefits,1031.4
67,50.55,3260.1,0,63,6064,47.942647058823525,3386.85,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.005,Low Risk,VIP Customer Benefits,606.5999999999999
43,25.7,1188.2,0,79,2017,27.00454545454545,1105.1,2,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.06,Low Risk,Standard Customer Engagement,308.4
23,75.0,1778.5,0,29,2221,74.10416666666667,1725.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.045,Low Risk,Standard Customer Engagement,900.0
64,20.2,1277.75,0,51,4557,19.657692307692308,1292.8,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0,Low Risk,Standard Customer Engagement,242.39999999999998
57,19.6,1170.55,0,40,4393,20.181896551724137,1117.2,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.0,Low Risk,Standard Customer Engagement,235.20000000000002
72,88.05,6425.65,0,8,6102,88.02260273972603,6339.599999999999,8,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.01,Low Risk,VIP Customer Benefits,1056.6
61,101.05,5971.25,0,60,6311,96.31048387096774,6164.05,5,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0.025,Low Risk,VIP Customer Benefits,1212.6
64,84.3,5289.05,0,53,5044,81.37,5395.2,4,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.0,Low Risk,VIP Customer Benefits,1011.5999999999999
71,23.95,1756.2,0,52,4329,24.391666666666666,1700.45,2,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0,Low Risk,Standard Customer Engagement,287.4
65,99.05,6416.7,0,59,5878,97.22272727272728,6438.25,6,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,0.01,Low Risk,VIP Customer Benefits,1188.6
3,19.6,61.35,0,33,2543,15.3375,58.8,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.03,Low Risk,Standard Customer Engagement,235.20000000000002
30,64.5,1929.95,0,30,4320,62.25645161290323,1935.0,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0.005,Low Risk,Standard Customer Engagement,774.0
15,69.5,1071.4,0,35,3128,66.9625,1042.5,5,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,0.01,Low Risk,Standard Customer Engagement,834.0
8,68.55,564.35,0,58,3123,62.70555555555556,548.4,4,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.095,Low Risk,Standard Customer Engagement,822.5999999999999
70,108.15,7930.55,0,41,5192,111.69788732394366,7570.5,7,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.015,Low Risk,VIP Customer Benefits,1297.8000000000002
62,86.1,5215.25,0,62,5769,82.78174603174604,5338.2,7,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.005,Low Risk,VIP Customer Benefits,1033.1999999999998
6,19.7,113.5,0,43,4293,16.214285714285715,118.2,1,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.01,Low Risk,Standard Customer Engagement,236.39999999999998
14,80.9,1152.8,0,46,2563,76.85333333333332,1132.6,2,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.045,Low Risk,Standard Customer Engagement,970.8000000000001
22,84.15,1821.95,0,32,3549,79.21521739130435,1851.3,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.045,Low Risk,Standard Customer Engagement,1009.8000000000001
22,20.15,419.9,0,72,2173,18.256521739130434,443.3,1,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.005,Low Risk,Standard Customer Engagement,241.79999999999998
16,64.25,1024.0,0,77,5511,60.23529411764706,1028.0,4,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.055,Low Risk,VIP Customer Benefits,771.0
10,25.7,251.6,0,8,3611,22.87272727272727,257.0,2,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.02,Low Risk,Standard Customer Engagement,308.4
13,56.0,764.55,0,22,5156,54.61071428571428,728.0,3,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.055,Low Risk,VIP Customer Benefits,672.0
2,69.7,135.2,0,43,3056,45.06666666666666,139.4,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.08,Low Risk,Standard Customer Engagement,836.4000000000001
53,73.9,3958.25,0,55,5644,73.30092592592592,3916.7,6,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0.0,Low Risk,VIP Customer Benefits,886.8000000000001
