CustomerID,Gender,Tenure_Months,Contract,Monthly_Charges,Total_Charges,Churn_value
2498-XLDZR,Female,32,Two year,73.5999984741211,2316.85009765625,0
2499-AJYUA,Female,72,Two year,110.80000305175781,7882.25,0
2501-XWWTZ,Male,11,Month-to-month,70.19999694824219,760.0499877929688,0
2504-DSHIH,Male,23,Month-to-month,86.80000305175781,1975.8499755859375,0
2506-CLAKW,Female,6,Month-to-month,98.1500015258789,567.4500122070312,1
2506-TNFCO,Female,1,Month-to-month,69.55000305175781,69.55000305175781,1
2507-QZPQS,Male,15,Month-to-month,95.69999694824219,1451.0999755859375,0
2509-TFPJU,Male,72,Two year,25.75,1864.199951171875,0
2511-ALLCS,Female,35,Two year,24.299999237060547,821.5999755859375,0
2511-MORQY,Male,50,One year,54.900001525878906,2614.10009765625,0
2514-GINMM,Male,1,Month-to-month,79.5,79.5,1
2516-VQRRV,Female,2,Month-to-month,75.44999694824219,158.39999389648438,1
2516-XSJKX,Female,41,Two year,78.44999694824219,3126.449951171875,0
2519-ERQOJ,Male,33,Month-to-month,54.599998474121094,1803.699951171875,0
2519-FAKOD,Male,38,Month-to-month,99.25,3777.14990234375,1
2519-LBNQL,Male,60,One year,104.3499984741211,6339.4501953125,0
2519-TWKFS,Male,25,One year,55.099998474121094,1466.0999755859375,0
2520-SGTTA,Female,0,Two year,20.0,,0
2521-NPUZR,Male,70,Two year,101.0,7085.5,0
2522-AHJXR,Male,60,Month-to-month,109.44999694824219,6572.85009765625,0
2522-WLNSF,Female,34,One year,64.19999694824219,2106.300048828125,0
2523-EWWZL,Female,27,Month-to-month,76.0999984741211,2093.39990234375,0
2525-GVKQU,Female,60,Two year,20.600000381469727,1093.0,0
2528-HFYZX,Male,17,Month-to-month,76.44999694824219,1233.4000244140625,1
2530-ENDWQ,Female,71,Two year,93.69999694824219,6585.35009765625,1
2530-FMFXO,Male,56,Two year,103.19999694824219,5873.75,0
2533-QVMSK,Male,61,Two year,94.0999984741211,5638.2998046875,1
2533-TIBIX,Male,15,Month-to-month,30.200000762939453,469.6499938964844,0
2535-PBCGC,Female,70,Two year,64.55000305175781,4504.89990234375,0
2538-OIMXF,Female,1,Month-to-month,24.700000762939453,24.700000762939453,0
2541-YGPKE,Male,42,One year,63.70000076293945,2763.35009765625,0
2542-HYGIQ,Female,1,Month-to-month,19.950000762939453,19.950000762939453,0
2545-EBUPK,Female,2,Month-to-month,84.05000305175781,186.0500030517578,0
2545-LXYVJ,Male,72,Two year,20.700000762939453,1492.0999755859375,0
2546-KZAAT,Male,52,One year,75.4000015258789,3865.449951171875,0
2550-AEVRU,Female,57,One year,53.45000076293945,3053.0,0
2550-QHZGP,Male,7,One year,19.5,128.60000610351562,0
2558-BUOZZ,Male,47,One year,94.80000305175781,4535.85009765625,0
2560-PPCHE,Female,65,One year,105.05000305175781,6744.25,0
2560-QTSBS,Female,72,One year,23.299999237060547,1623.1500244140625,0
2560-WBWXF,Male,68,Two year,24.149999618530273,1498.8499755859375,0
2565-JSLRY,Male,1,Month-to-month,24.049999237060547,24.049999237060547,1
2568-BRGYX,Male,4,Month-to-month,70.19999694824219,237.9499969482422,1
2568-OIADY,Female,37,Month-to-month,99.5,3762.0,1
2569-WGERO,Female,72,Two year,21.149999618530273,1419.4000244140625,0
2573-GYRUU,Male,48,Month-to-month,91.05000305175781,4370.75,0
2575-GFSOE,Female,7,Month-to-month,69.0,506.8999938964844,1
2576-HXMPA,Female,1,Month-to-month,19.549999237060547,19.549999237060547,0
2577-GVSIL,Male,35,One year,73.44999694824219,2661.10009765625,0
2578-JQPHZ,Male,44,Two year,100.0999984741211,4378.35009765625,0
2580-ASVVY,Female,37,Two year,45.400001525878906,1593.0999755859375,0
2580-ATZSQ,Female,65,One year,61.349998474121094,3874.10009765625,0
2581-VKIRT,Female,59,One year,65.5,3801.300048828125,0
2582-FFFZR,Female,22,Month-to-month,50.599998474121094,1073.300048828125,0
2585-KTFRE,Male,1,Month-to-month,70.44999694824219,70.44999694824219,0
2586-CWXVV,Male,54,Month-to-month,30.399999618530273,1621.3499755859375,0
2587-EKXTS,Male,44,Month-to-month,111.5,4915.14990234375,0
2587-YNLES,Female,6,Two year,20.100000381469727,100.3499984741211,0
2589-AYCRP,Female,50,One year,19.75,989.0499877929688,0
2592-HODOV,Male,13,One year,19.299999237060547,259.6499938964844,0
2592-SEIFQ,Male,3,Month-to-month,24.75,66.94999694824219,1
2592-YKDIF,Female,1,Month-to-month,20.350000381469727,20.350000381469727,0
2595-KIWPV,Male,27,Two year,19.700000762939453,509.29998779296875,0
2599-CIPQE,Male,71,Two year,109.30000305175781,7782.85009765625,0
2599-CZABP,Male,14,One year,44.599998474121094,641.25,0
2603-HVKCG,Male,31,Month-to-month,101.4000015258789,3143.64990234375,0
2604-IJPDU,Female,20,Month-to-month,96.55000305175781,1901.6500244140625,0
2604-XVDAM,Female,12,Month-to-month,43.79999923706055,540.9500122070312,0
2606-PKWJB,Male,40,One year,40.25,1564.050048828125,0
2606-RMDHZ,Male,6,Month-to-month,30.5,208.6999969482422,1
2607-DHDAK,Male,72,Two year,19.799999237060547,1414.6500244140625,0
2607-FBDFF,Male,1,Month-to-month,49.0,49.0,0
2608-BHKFN,Female,4,Month-to-month,70.05000305175781,266.8999938964844,1
2609-IAICY,Female,1,Month-to-month,77.1500015258789,77.1500015258789,1
2612-PHGOX,Male,64,Two year,76.0999984741211,4818.7998046875,0
2612-RANWT,Female,12,Month-to-month,100.1500015258789,1164.300048828125,1
2612-RRIDN,Male,4,Month-to-month,81.0,340.8500061035156,1
2615-YVMYX,Male,71,Month-to-month,107.5,7713.5498046875,0
2616-FLVQC,Male,64,Two year,19.549999237060547,1240.1500244140625,0
2616-UUTFK,Male,33,Month-to-month,72.75,2447.449951171875,0
2619-WFQWU,Female,1,Month-to-month,70.1500015258789,70.1500015258789,1
2621-UDNLU,Female,3,Month-to-month,20.850000381469727,72.0,0
2623-DRYAM,Female,70,One year,101.75,7069.2998046875,0
2625-TRCZQ,Female,51,Month-to-month,49.650001525878906,2553.35009765625,0
2626-URJFX,Male,4,Month-to-month,50.900001525878906,225.60000610351562,1
2626-VEEWG,Male,67,Two year,19.399999618530273,1284.199951171875,0
2632-IVXVF,Female,68,Two year,111.75,7511.2998046875,0
2632-TACXW,Female,62,Two year,23.649999618530273,1416.75,0
2632-UCGVD,Male,66,Month-to-month,100.05000305175781,6871.89990234375,1
2634-HCZGT,Male,53,One year,60.04999923706055,3229.64990234375,1
2636-ALXXZ,Female,1,Month-to-month,69.5999984741211,69.5999984741211,1
2636-OHFMN,Male,4,Month-to-month,48.54999923706055,201.0,1
2636-SJDOU,Male,64,One year,84.30000305175781,5289.0498046875,0
2637-FKFSY,Female,3,Month-to-month,46.099998474121094,130.14999389648438,0
2639-UGMAZ,Male,71,One year,56.45000076293945,3985.35009765625,0
2640-LYMOV,Male,2,Month-to-month,19.649999618530273,38.79999923706055,0
2640-PMGFL,Male,27,Month-to-month,79.5,2180.550048828125,1
2642-DTVCO,Male,9,Month-to-month,85.05000305175781,746.5,1
2642-MAWLJ,Female,36,Two year,20.25,717.9500122070312,0
2645-QTLMB,Male,7,Month-to-month,94.25,669.0,1
2649-HWLYB,Male,65,Two year,76.1500015258789,4929.5498046875,0
2650-GYRYL,Male,33,One year,19.450000762939453,600.25,0
2651-ZCBXV,Male,54,Two year,108.0,5760.64990234375,0
2654-VBVPB,Female,1,Month-to-month,19.899999618530273,19.899999618530273,0
2656-FMOKZ,Female,15,Month-to-month,74.44999694824219,1145.699951171875,1
2656-TABEH,Male,4,Month-to-month,100.19999694824219,420.20001220703125,1
2657-ALMWY,Female,26,Month-to-month,84.94999694824219,2169.75,1
2657-VPXTA,Female,10,Month-to-month,88.8499984741211,929.4500122070312,0
2659-VXMWZ,Male,67,One year,111.30000305175781,7482.10009765625,1
2660-EMUBI,Male,10,Month-to-month,95.3499984741211,898.3499755859375,1
2661-GKBTK,Male,60,Two year,76.94999694824219,4543.9501953125,0
2662-NNTDK,Male,65,One year,24.799999237060547,1600.949951171875,0
2664-XJZNO,Male,72,Two year,104.9000015258789,7559.5498046875,0
2665-NPTGL,Female,26,Month-to-month,98.0999984741211,2510.699951171875,0
2667-WYLWJ,Female,8,One year,19.75,145.0,1
2668-TZSPS,Male,1,Month-to-month,20.450000762939453,20.450000762939453,0
2669-OIDSD,Female,48,Month-to-month,100.05000305175781,4834.0,0
2669-QVCRG,Female,41,Month-to-month,81.30000305175781,3190.64990234375,0
2672-DZUOY,Male,1,Month-to-month,25.149999618530273,25.149999618530273,1
2672-HUYVI,Female,6,Month-to-month,91.0999984741211,455.29998779296875,1
2672-OJQZP,Female,1,Month-to-month,44.75,44.75,0
2672-TGEFF,Female,37,Month-to-month,88.80000305175781,3340.550048828125,0
2673-CXQEU,Female,56,One year,110.5,6139.5,0
2673-ZALNP,Female,7,One year,19.899999618530273,173.14999389648438,0
2674-MIAHT,Female,4,Month-to-month,80.30000305175781,324.20001220703125,0
2674-MLXMN,Female,71,Month-to-month,99.6500015258789,6951.14990234375,0
2675-DHUTR,Male,58,Month-to-month,98.9000015258789,5780.7001953125,0
2675-IJRGJ,Male,53,Two year,19.649999618530273,978.0,0
2675-OTVVJ,Male,31,Month-to-month,89.44999694824219,2807.64990234375,0
2676-ISHSF,Male,1,Month-to-month,20.299999237060547,20.299999237060547,0
2676-OXPPQ,Male,6,Month-to-month,55.70000076293945,335.6499938964844,0
2676-SSLTO,Male,49,Two year,66.1500015258789,3199.0,0
2680-XKKNJ,Female,8,One year,58.20000076293945,469.25,0
2682-KEVRP,Female,22,One year,20.049999237060547,417.0,0
2683-BPJSO,Male,29,Month-to-month,84.44999694824219,2467.10009765625,1
2683-JXWQQ,Male,61,Month-to-month,33.599998474121094,2117.199951171875,0
2684-EIWEO,Female,30,Month-to-month,91.69999694824219,2758.14990234375,1
2685-SREOM,Female,25,Month-to-month,89.0999984741211,2368.39990234375,1
2688-BHGOG,Male,9,Month-to-month,79.55000305175781,718.5499877929688,0
2690-DVRVK,Male,5,One year,20.549999237060547,99.44999694824219,0
2691-NZETQ,Male,9,Month-to-month,85.3499984741211,758.5999755859375,1
2692-AQCPF,Female,65,One year,108.05000305175781,7118.89990234375,0
2692-BUCFV,Male,29,Month-to-month,101.44999694824219,2948.60009765625,0
2692-PFYTJ,Female,1,Month-to-month,25.75,25.75,0
2694-CIUMO,Female,12,Month-to-month,79.55000305175781,958.25,0
2696-ECXKC,Female,55,One year,100.9000015258789,5448.60009765625,0
2696-NARTR,Male,11,Month-to-month,73.8499984741211,926.25,1
2696-RZVZW,Male,68,Two year,25.049999237060547,1629.199951171875,0
2697-NQBPF,Male,34,Month-to-month,105.3499984741211,3540.64990234375,0
2700-LUEVA,Male,1,Month-to-month,20.75,20.75,0
2703-AMTUL,Male,36,One year,53.650001525878906,1939.3499755859375,0
2706-QZIHY,Female,15,Two year,25.200000762939453,387.8999938964844,0
2709-UQGNP,Male,10,Month-to-month,51.650001525878906,524.5,0
2710-WYVXG,Female,3,Two year,71.0999984741211,213.35000610351562,0
2712-SYWAY,Female,1,Month-to-month,25.700000762939453,25.700000762939453,0
2716-GFZOR,Male,43,Month-to-month,86.0999984741211,3551.64990234375,0
2717-HVIZY,Female,8,Month-to-month,20.049999237060547,163.60000610351562,0
2718-GAXQD,Female,4,Month-to-month,46.0,181.60000610351562,1
2718-YSKCS,Male,71,Two year,19.600000381469727,1387.449951171875,0
2719-BDAQO,Male,17,Month-to-month,93.8499984741211,1625.6500244140625,1
2720-FVBQP,Female,6,Month-to-month,48.95000076293945,273.25,0
2720-WGKHP,Male,2,Month-to-month,94.0,181.6999969482422,1
2722-JMONI,Female,1,Month-to-month,49.54999923706055,49.54999923706055,1
2722-VOJQL,Male,64,One year,105.6500015258789,6903.10009765625,1
2724-FJDYW,Male,39,One year,54.849998474121094,2191.699951171875,0
2725-IWWBA,Male,46,One year,56.900001525878906,2560.10009765625,0
2725-KXXWT,Male,1,Month-to-month,90.75,90.75,1
2725-TTRIQ,Female,72,Two year,84.19999694824219,5986.5498046875,0
2729-VNVAP,Female,33,Two year,19.799999237060547,641.3499755859375,0
2731-GJRDG,Female,32,One year,109.55000305175781,3608.0,0
2732-ISEZX,Female,5,Month-to-month,20.5,104.30000305175781,0
2737-WFVYW,Female,2,Month-to-month,45.25,85.5,1
2737-YNGYW,Female,2,Month-to-month,80.55000305175781,184.10000610351562,1
2739-CACDQ,Female,17,Month-to-month,82.6500015258789,1470.050048828125,0
2739-CCZMB,Male,5,Month-to-month,20.350000381469727,122.0,0
2740-JFBOK,Male,10,Month-to-month,24.0,226.5500030517578,0
2740-TVLFN,Male,1,Month-to-month,50.150001525878906,50.150001525878906,0
2746-DIJLO,Female,41,One year,56.29999923706055,2364.0,0
2748-MYRVK,Female,63,One year,99.9000015258789,6137.0,1
2749-CTKAJ,Male,22,One year,20.149999618530273,419.8999938964844,0
2750-BJLSB,Female,47,One year,103.69999694824219,4730.60009765625,0
2753-JMMCV,Male,65,Two year,74.19999694824219,4805.64990234375,0
2754-SDJRD,Female,8,Month-to-month,100.1500015258789,908.5499877929688,0
2754-VDLTR,Male,10,Month-to-month,95.19999694824219,930.4000244140625,1
2754-XBHTB,Female,9,Month-to-month,77.6500015258789,714.1500244140625,1
2758-RNWXS,Male,35,One year,89.19999694824219,3251.300048828125,0
2761-OCIAX,Male,2,Month-to-month,74.69999694824219,165.39999389648438,1
2761-XECQW,Male,8,Month-to-month,43.349998474121094,371.3999938964844,0
2770-NSVDG,Male,24,Month-to-month,29.100000381469727,688.0,0
2773-MADBQ,Female,36,Two year,53.099998474121094,1901.25,0
2773-OVBPK,Male,67,Two year,111.30000305175781,7567.2001953125,0
2774-LVQUS,Female,15,Month-to-month,83.05000305175781,1258.300048828125,1
2775-SEFEE,Male,0,Two year,61.900001525878906,,0
2777-PHDEI,Female,1,Month-to-month,78.05000305175781,78.05000305175781,1
2778-OCLGR,Male,24,Month-to-month,39.099998474121094,971.2999877929688,1
2782-JEEBU,Male,21,Month-to-month,36.0,780.1500244140625,0
2782-LFZVW,Female,11,Month-to-month,58.95000076293945,601.5999755859375,0
2786-GCDPI,Female,50,Month-to-month,104.94999694824219,5222.35009765625,0
2788-CJQAQ,Male,13,One year,19.450000762939453,270.20001220703125,0
2789-CZANW,Female,64,Two year,110.30000305175781,6997.2998046875,0
2789-HQBOU,Male,3,Month-to-month,80.3499984741211,253.8000030517578,0
2790-XUYMV,Male,71,One year,85.44999694824219,6028.9501953125,0
2791-SFVEW,Female,9,Month-to-month,20.149999618530273,238.14999389648438,0
2792-LSHWX,Female,1,Month-to-month,83.4000015258789,83.4000015258789,0
2792-VPPET,Male,3,Month-to-month,20.5,76.94999694824219,0
2794-XIMMO,Male,53,One year,60.45000076293945,3184.25,1
2796-NNUFI,Female,46,Two year,19.950000762939453,927.0999755859375,0
2796-UUZZO,Male,63,Month-to-month,80.30000305175781,4896.35009765625,0
2798-NYLMZ,Male,71,Two year,108.55000305175781,7616.0,0
2799-ARNLO,Female,5,Month-to-month,69.3499984741211,341.6000061035156,0
2799-TSLAG,Female,65,Two year,25.299999237060547,1748.550048828125,0
2800-QQUSO,Male,42,Month-to-month,100.30000305175781,4222.9501953125,0
2800-VEQXM,Female,3,Month-to-month,74.75,238.10000610351562,0
2801-NISEI,Male,24,Month-to-month,54.95000076293945,1348.5,0
2804-ETQDK,Male,66,Two year,20.549999237060547,1357.0999755859375,0
2805-AUFQN,Female,25,Two year,19.799999237060547,475.20001220703125,0
2805-EDJPQ,Female,56,One year,99.75,5608.39990234375,0
2806-MLNTI,Male,52,One year,105.0999984741211,5376.39990234375,0
2808-CHTDM,Female,23,Two year,25.100000381469727,611.4500122070312,0
2809-ILCYT,Female,25,One year,26.799999237060547,733.5499877929688,0
2809-ZMYOQ,Female,32,Month-to-month,101.3499984741211,3334.89990234375,0
2810-FTLEM,Female,16,Month-to-month,50.150001525878906,762.25,1
2811-POVEX,Female,23,Month-to-month,88.44999694824219,2130.550048828125,0
2812-ENYMO,Male,26,One year,54.54999923706055,1362.8499755859375,0
2812-REYAT,Female,49,One year,20.049999237060547,923.0999755859375,0
2812-SFXMJ,Male,1,Month-to-month,20.049999237060547,20.049999237060547,0
2815-CPTUL,Male,5,Month-to-month,70.25,331.8999938964844,1
2817-LVCPP,Female,50,Two year,19.399999618530273,1023.9500122070312,0
2817-NTQDO,Male,13,Month-to-month,45.54999923706055,597.0,1
2819-GWENI,Female,28,One year,19.899999618530273,543.0,0
2821-WARNZ,Female,49,One year,19.450000762939453,921.2999877929688,0
2823-LKABH,Female,18,Month-to-month,95.05000305175781,1679.4000244140625,0
2824-DXNKN,Female,72,Two year,71.44999694824219,5025.85009765625,0
2824-MYYBN,Female,37,Month-to-month,95.25,3314.14990234375,0
2826-DXLQO,Male,7,Month-to-month,29.799999237060547,220.4499969482422,0
2826-UWHIS,Male,45,Month-to-month,81.4000015258789,3775.85009765625,0
2828-SLQPF,Male,19,Month-to-month,45.0,865.8499755859375,0
2829-HYVZP,Male,29,One year,19.799999237060547,572.2000122070312,0
2830-LEWOA,Male,61,One year,103.9000015258789,6449.14990234375,0
2831-EBWRN,Male,4,Month-to-month,45.900001525878906,199.75,0
2832-KJCRD,Female,38,Month-to-month,103.6500015258789,3988.5,0
2832-SCUCO,Female,2,Month-to-month,19.899999618530273,57.400001525878906,0
2833-SLKDQ,Male,1,Month-to-month,45.04999923706055,45.04999923706055,1
2834-JKOOW,Female,15,One year,45.900001525878906,693.4500122070312,0
2834-JRTUA,Male,71,Two year,108.05000305175781,7532.14990234375,1
2834-SPCJV,Male,52,Month-to-month,84.0999984741211,4348.64990234375,1
2839-RFSQE,Female,2,Month-to-month,20.649999618530273,38.70000076293945,1
2840-XANRC,Male,24,Month-to-month,93.1500015258789,2231.050048828125,1
2842-BCQGE,Male,43,Month-to-month,75.3499984741211,3161.39990234375,0
2842-JTCCU,Male,2,Month-to-month,46.04999923706055,80.3499984741211,1
2843-CQMEG,Male,24,Month-to-month,49.70000076293945,1218.25,0
2845-AFFTX,Male,41,Month-to-month,99.80000305175781,4259.2998046875,1
2845-HSJCY,Female,14,Month-to-month,87.25,1258.5999755859375,1
2845-KDHVX,Female,64,Two year,68.30000305175781,4378.7998046875,0
2848-YXSMW,Male,72,Two year,19.399999618530273,1363.25,0
2851-MMUTZ,Female,27,Month-to-month,56.150001525878906,1439.3499755859375,0
2851-STERV,Male,35,One year,73.0,2471.25,0
2853-CWQFQ,Male,1,Month-to-month,59.54999923706055,59.54999923706055,0
2856-HYAPG,Female,1,Month-to-month,68.6500015258789,68.6500015258789,1
2856-NNASM,Male,43,Month-to-month,89.55000305175781,3856.75,1
2858-EIMXH,Female,53,One year,95.8499984741211,5016.25,0
2858-MOFSQ,Female,17,One year,55.849998474121094,937.5,1
2860-RANUS,Female,20,Month-to-month,85.80000305175781,1727.5,1
2862-JVEOY,Male,6,One year,19.149999618530273,124.4000015258789,0
2862-PFNIK,Male,1,Month-to-month,24.700000762939453,24.700000762939453,0
2863-IMQDR,Female,61,Two year,89.6500015258789,5308.7001953125,0
2865-TCHJW,Female,4,Month-to-month,89.19999694824219,346.20001220703125,1
2866-IKBTM,Female,1,Month-to-month,19.549999237060547,19.549999237060547,0
2867-UIMSS,Male,1,Month-to-month,80.5,80.5,1
2868-LLSKM,Female,68,One year,83.6500015258789,5733.39990234375,0
2868-MZAGQ,Male,1,Month-to-month,79.25,79.25,1
2868-SNELZ,Female,2,Month-to-month,80.5999984741211,155.8000030517578,1
2869-ADAWR,Female,45,Month-to-month,89.30000305175781,4016.85009765625,1
2873-ZLIWT,Female,40,Month-to-month,84.8499984741211,3303.050048828125,1
2874-YXVVA,Female,34,Month-to-month,105.0999984741211,3634.800048828125,0
2876-GZYZC,Female,13,Month-to-month,85.94999694824219,1215.6500244140625,0
2876-VBBBL,Female,1,Month-to-month,20.25,20.25,1
2877-VDUER,Female,35,One year,40.900001525878906,1383.5999755859375,0
2878-DHMIN,Male,35,One year,19.899999618530273,666.0,0
2878-RMWXY,Male,72,Two year,102.6500015258789,7550.2998046875,0
2880-FPNAE,Male,2,Month-to-month,74.19999694824219,140.10000610351562,0
2882-DDZPG,Female,12,Month-to-month,19.450000762939453,227.4499969482422,0
2882-WDTBA,Male,69,Two year,75.75,5388.14990234375,0
2883-ILGWO,Male,57,Month-to-month,104.9000015258789,5913.9501953125,0
2884-GBPFB,Female,35,Month-to-month,70.30000305175781,2416.550048828125,1
2885-HIJDH,Male,69,Two year,86.9000015258789,6194.10009765625,0
2886-KEFUM,Female,63,One year,107.5,6873.75,1
2887-JPYLU,Female,41,Month-to-month,45.20000076293945,1841.9000244140625,0
2888-ADFAO,Female,47,Two year,21.299999237060547,1041.800048828125,0
2889-FPWRM,Male,72,One year,117.80000305175781,8684.7998046875,1
2890-WFBHU,Female,59,One year,79.8499984741211,4786.10009765625,0
2892-GESUL,Female,18,Two year,19.350000381469727,309.25,0
2894-QOJRX,Female,25,Month-to-month,34.0,853.0,1
2896-TBNBE,Male,40,One year,80.80000305175781,3132.75,0
2897-DOVND,Male,2,Month-to-month,69.80000305175781,146.64999389648438,0
2898-LSJGD,Female,21,One year,55.95000076293945,1157.050048828125,1
2898-MRKPI,Male,68,One year,101.05000305175781,6770.5,0
2900-PHPLN,Female,70,Two year,19.549999237060547,1462.050048828125,0
2903-YYTBW,Male,1,Month-to-month,44.54999923706055,44.54999923706055,0
2904-GGUAZ,Female,72,Two year,84.05000305175781,6052.25,0
2905-KFQUV,Female,2,Month-to-month,70.4000015258789,154.8000030517578,0
2907-ILJBN,Female,11,One year,20.600000381469727,233.89999389648438,0
2908-WGAXL,Female,56,Two year,24.950000762939453,1468.9000244140625,0
2908-ZTPNF,Female,36,Month-to-month,34.849998474121094,1267.199951171875,0
2911-IJORQ,Male,37,One year,90.5999984741211,3358.64990234375,0
2911-UREFD,Female,39,Month-to-month,55.900001525878906,2184.35009765625,1
2911-WDXMV,Male,18,Month-to-month,80.55000305175781,1406.6500244140625,0
2916-BQZLN,Male,19,Month-to-month,84.75,1651.949951171875,0
2919-HBCJO,Female,4,Month-to-month,76.6500015258789,333.6000061035156,1
2920-RNCEZ,Male,1,Month-to-month,69.94999694824219,69.94999694824219,0
2921-XWDJH,Female,38,Month-to-month,83.44999694824219,3147.14990234375,0
2923-ARZLG,Male,0,One year,19.700000762939453,,0
2924-KHUVI,Male,56,One year,100.55000305175781,5514.9501953125,0
2925-MXLSX,Female,30,One year,68.94999694824219,2038.699951171875,0
2925-VDZHY,Male,72,Two year,88.69999694824219,6501.35009765625,0
2926-JEJJC,Female,8,One year,20.200000762939453,140.9499969482422,0
2927-CVULT,Female,53,Two year,104.05000305175781,5566.39990234375,0
2927-QRRQV,Male,46,One year,94.6500015258789,4312.5,0
2928-HLDBA,Female,6,Month-to-month,20.700000762939453,112.75,0
2929-ERCFZ,Female,8,Month-to-month,94.19999694824219,777.2999877929688,1
2929-QNSRW,Female,56,One year,98.25,5508.35009765625,1
2930-UOTMB,Female,31,Month-to-month,65.25,1994.300048828125,1
2931-FSOHN,Male,13,Month-to-month,59.900001525878906,788.3499755859375,0
2931-SVLTV,Male,40,Month-to-month,110.0999984741211,4469.10009765625,0
2931-VUVJN,Female,59,One year,94.05000305175781,5483.89990234375,0
2931-XIQBR,Female,50,One year,103.05000305175781,5153.5,0
2933-FILNV,Female,2,Month-to-month,24.399999618530273,36.54999923706055,1
2933-XEUJM,Female,46,Two year,79.19999694824219,3593.800048828125,0
2937-FTHUR,Female,18,Month-to-month,64.80000305175781,1166.699951171875,0
2946-KIQSP,Female,35,Month-to-month,33.45000076293945,1175.8499755859375,0
2947-DOMLJ,Male,1,Month-to-month,50.599998474121094,50.599998474121094,1
2951-QOQTK,Male,4,Month-to-month,80.80000305175781,332.45001220703125,1
2952-QAYZF,Male,5,Month-to-month,85.30000305175781,424.1499938964844,1
2954-PIBKO,Female,69,Two year,64.1500015258789,4254.10009765625,0
2955-BJZHG,Male,17,Month-to-month,80.8499984741211,1400.8499755859375,1
2955-PSXOE,Female,1,Month-to-month,20.200000762939453,20.200000762939453,1
2956-GGUCQ,Male,24,Month-to-month,78.8499984741211,1772.25,1
2957-JIRMN,Female,62,One year,84.44999694824219,4959.14990234375,0
2957-LOLHO,Male,12,Month-to-month,45.400001525878906,518.9000244140625,1
2958-NHPPS,Male,23,Month-to-month,20.850000381469727,473.8999938964844,0
2959-EEXWB,Female,45,Month-to-month,50.900001525878906,2333.85009765625,0
2959-FENLU,Female,9,Month-to-month,85.30000305175781,781.4000244140625,0
2959-MJHIC,Male,4,Month-to-month,80.3499984741211,307.3999938964844,1
2960-NKRSO,Male,24,Month-to-month,85.94999694824219,2107.14990234375,0
2961-VNFKL,Female,71,Two year,25.950000762939453,1801.9000244140625,0
2962-XPMCQ,Male,2,Month-to-month,45.150001525878906,98.5,1
2967-MXRAV,Male,1,One year,18.799999237060547,18.799999237060547,0
2968-SSGAA,Female,10,Month-to-month,100.5999984741211,1060.199951171875,1
2969-QWUBZ,Female,2,Month-to-month,51.400001525878906,96.80000305175781,0
2969-VAPYH,Female,67,One year,60.5,3870.0,0
2969-WGHQO,Female,7,One year,69.44999694824219,477.04998779296875,0
2971-SGAFL,Female,13,Month-to-month,78.75,995.3499755859375,0
2972-YDYUW,Female,57,One year,94.69999694824219,5468.9501953125,0
2974-GGUXS,Female,36,Month-to-month,91.94999694824219,3301.050048828125,0
2977-CEBSX,Female,66,Two year,90.05000305175781,5965.9501953125,0
2978-XXSOG,Female,22,Month-to-month,59.04999923706055,1253.5,0
2979-SXESE,Female,17,Month-to-month,94.4000015258789,1607.199951171875,1
2982-IHMFT,Female,1,Month-to-month,74.44999694824219,74.44999694824219,1
2982-VPSGI,Female,11,Month-to-month,94.0,1078.9000244140625,1
2983-ZANRP,Female,2,Month-to-month,73.55000305175781,145.39999389648438,1
2984-AFWNC,Female,3,Month-to-month,95.4000015258789,293.1499938964844,0
2984-MIIZL,Male,4,Month-to-month,74.80000305175781,321.8999938964844,1
2984-RGEYA,Female,69,Two year,19.75,1375.4000244140625,0
2984-TBYKU,Male,72,Two year,104.9000015258789,7732.64990234375,0
2985-FMWYF,Female,23,Month-to-month,93.5,2341.550048828125,0
2985-JUUBZ,Male,40,Month-to-month,74.55000305175781,3015.75,0
2987-BJXIK,Female,70,Two year,84.69999694824219,5991.0498046875,0
2988-GBIVW,Female,70,Month-to-month,90.8499984741211,6470.10009765625,0
2988-PLAHS,Female,3,One year,69.94999694824219,220.4499969482422,0
2988-QRAJY,Male,69,Two year,110.05000305175781,7430.75,0
2990-HWIML,Female,6,Month-to-month,89.5,573.2999877929688,1
2990-IAJSV,Male,72,Two year,92.0,6632.75,0
2990-OGYTD,Female,67,Two year,86.1500015258789,5883.85009765625,0
2995-UPRYS,Female,40,One year,99.19999694824219,4062.199951171875,1
2995-YWTCD,Female,19,Two year,24.899999618530273,467.70001220703125,0
2996-XAUVF,Male,70,Two year,40.04999923706055,2799.75,0
2999-AANRQ,Female,21,Two year,71.05000305175781,1524.8499755859375,0
3001-CBHLQ,Male,32,Month-to-month,104.9000015258789,3351.550048828125,1
3001-UNBTL,Male,29,Month-to-month,103.94999694824219,2964.800048828125,0
3002-WQZWT,Female,29,Month-to-month,74.19999694824219,1993.25,0
3003-CMDUU,Female,25,Month-to-month,95.1500015258789,2395.699951171875,0
3005-NFMTA,Male,55,Month-to-month,98.80000305175781,5617.75,1
3005-TYFRD,Female,55,Month-to-month,103.6500015258789,5676.64990234375,0
3006-XIMLN,Female,2,Month-to-month,94.19999694824219,193.8000030517578,1
3007-FDPEA,Female,2,Month-to-month,20.700000762939453,39.849998474121094,0
