CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,Column1
2205-YMZZJ,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.81454086303711,-119.71186828613281,Male,True,False,False,7,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,84.80000305175781,546.9500122070312,Yes,1,70,2015,Competitor made better offer,1.0
2207-NHRJK,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460609436035156,-121.85250854492188,Male,False,False,False,1,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,50.79999923706055,50.79999923706055,Yes,1,85,3718,Competitor offered higher download speeds,
2207-OBZNX,1,United States,California,Aguanga,92536,"33.482243, -116.827173",33.482242584228516,-116.8271713256836,Male,False,False,False,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,51.0,354.04998779296875,Yes,1,90,3736,Attitude of service provider,
2207-QPJED,1,United States,California,Somes Bar,95568,"41.444606, -123.471895",41.44460678100586,-123.47189331054688,Female,True,True,False,37,True,False,Fiber optic,False,False,True,True,True,False,Month-to-month,False,Electronic check,90.0,3371.75,No,0,62,4048,,1.0
2207-RYYRL,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.19453811645508,-120.98806762695312,Male,False,True,True,52,True,True,No,,,,,,,Two year,False,Mailed check,24.549999237060547,1331.050048828125,No,0,28,5535,,
2208-MPXIO,1,United States,California,Escondido,92029,"33.079834, -117.134275",33.079833984375,-117.13427734375,Female,False,True,True,45,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.0,886.4000244140625,No,0,71,5169,,
2208-NKVVH,1,United States,California,Costa Mesa,92626,"33.678591, -117.905471",33.678592681884766,-117.90547180175781,Male,False,True,True,43,True,True,No,,,,,,,Two year,False,Mailed check,24.25,1077.949951171875,No,0,51,4432,,
2208-NQBCT,1,United States,California,San Jose,95138,"37.246064, -121.749494",37.246063232421875,-121.74949645996094,Female,False,True,True,26,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,81.94999694824219,2070.050048828125,No,0,72,2817,,1.0
2208-UGTGR,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545352935791016,-119.33853149414062,Male,False,False,False,56,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,98.5999984741211,5581.0498046875,No,0,58,5601,,1.0
2209-XADXF,1,United States,California,Willow Creek,95573,"40.949012, -123.655847",40.949012756347656,-123.65584564208984,Female,False,False,False,1,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),25.25,25.25,No,0,28,4831,,
2211-RMNHO,1,United States,California,Rio Nido,95471,"38.522328, -122.97932",38.5223274230957,-122.97931671142578,Female,False,True,True,68,True,True,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),85.30000305175781,5560.0,No,0,43,4732,,
2212-LYASK,1,United States,California,Brea,92823,"33.924143, -117.79387",33.92414474487305,-117.79386901855469,Male,False,True,False,27,False,,DSL,False,True,True,False,False,True,One year,True,Credit card (automatic),45.849998474121094,1246.4000244140625,No,0,49,2068,,
2215-ZAFGX,1,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501220703125,-117.01611328125,Male,False,False,False,9,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.5,791.7000122070312,No,0,69,4867,,1.0
2219-MVUSO,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692008972168,-118.37249755859375,Male,False,False,False,8,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.150001525878906,438.3999938964844,Yes,1,100,3721,Don't know,
2220-IAHLS,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.7161865234375,-121.02583312988281,Female,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Credit card (automatic),19.399999618530273,19.399999618530273,No,0,21,5566,,
2223-GDSHL,1,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.7120361328125,-117.95011138916016,Male,False,True,True,71,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),116.05000305175781,8297.5,No,0,62,6481,,
2223-KAGMX,1,United States,California,Santa Rosa,95409,"38.468893, -122.580539",38.46889114379883,-122.58053588867188,Female,False,False,False,15,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.399999618530273,289.29998779296875,Yes,1,87,5379,Don't know,
2225-ZRGSG,1,United States,California,Piru,93040,"34.432843, -118.730106",34.43284225463867,-118.7301025390625,Female,False,True,False,70,True,True,Fiber optic,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),93.9000015258789,6579.0498046875,Yes,1,95,6173,Long distance charges,
2226-ICFDO,1,United States,California,Covelo,95428,"39.83307, -123.178765",39.83306884765625,-123.17876434326172,Female,False,True,False,72,True,True,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),85.9000015258789,6110.75,No,0,72,6361,,
2227-JRSJX,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050323486328125,-118.14703369140625,Female,False,False,False,21,True,False,Fiber optic,False,True,False,True,True,True,Month-to-month,True,Bank transfer (automatic),99.1500015258789,1956.4000244140625,No,0,36,5324,,1.0
2228-BZDEE,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.63336181640625,-121.86239624023438,Female,False,False,False,54,True,False,No,,,,,,,Two year,False,Mailed check,20.100000381469727,1079.449951171875,No,0,57,5755,,
2229-DPMBI,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783748626708984,-120.6610336303711,Female,False,True,True,8,True,False,No,,,,,,,Two year,False,Mailed check,19.5,162.14999389648438,No,0,58,3598,,
2229-VWQJH,1,United States,California,Homewood,96141,"39.117018, -120.212535",39.11701965332031,-120.21253204345703,Female,False,False,False,24,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),49.29999923706055,1233.25,No,0,66,5394,,
2230-XTUWL,1,United States,California,Madera,93637,"36.902954, -120.194274",36.9029541015625,-120.19427490234375,Female,False,True,True,48,True,False,No,,,,,,,Two year,False,Mailed check,19.549999237060547,883.3499755859375,No,0,68,5461,,
2232-DMLXU,1,United States,California,Van Nuys,91411,"34.17847, -118.459472",34.178470611572266,-118.45947265625,Female,False,True,False,1,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,55.20000076293945,55.20000076293945,Yes,1,81,3638,Poor expertise of online support,
2233-FAGXV,1,United States,California,Salton City,92275,"33.28156, -115.955541",33.281558990478516,-115.9555435180664,Female,False,True,True,5,True,True,No,,,,,,,Month-to-month,True,Mailed check,24.299999237060547,132.25,No,0,20,3181,,
2233-TXSIU,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.19453811645508,-120.98806762695312,Male,False,True,True,17,False,,DSL,True,False,True,False,True,False,One year,False,Credit card (automatic),44.45000076293945,792.1500244140625,No,0,73,3522,,
2234-EOFPT,1,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748477935791016,-117.85891723632812,Male,False,True,False,72,True,False,DSL,True,True,False,True,True,True,Two year,True,Bank transfer (automatic),79.3499984741211,5753.25,No,0,55,4278,,
2234-XADUH,1,United States,California,Amboy,92304,"34.559882, -115.637164",34.55988311767578,-115.63716125488281,Female,False,True,True,72,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),103.19999694824219,7362.89990234375,No,0,71,5560,,
2235-DWLJU,1,United States,California,Thousand Palms,92276,"33.849263, -116.382778",33.84926223754883,-116.38277435302734,Female,True,False,False,6,False,,DSL,False,False,False,False,True,True,Month-to-month,True,Electronic check,44.400001525878906,263.04998779296875,No,0,71,4611,,
2235-EZAIK,1,United States,California,Badger,93603,"36.64545, -118.924982",36.645450592041016,-118.92498016357422,Female,False,True,False,72,True,True,DSL,True,True,True,True,True,False,Two year,False,Credit card (automatic),79.19999694824219,5401.89990234375,No,0,79,4288,,
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.0035514831543,-118.30892944335938,Female,False,True,True,4,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,50.849998474121094,239.5500030517578,Yes,1,90,5386,Product dissatisfaction,
2236-HILPA,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.63921356201172,-122.03755187988281,Male,False,True,True,62,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.649999618530273,1218.449951171875,No,0,40,6403,,
2237-ZFSMY,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.45220947265625,-119.94574737548828,Female,False,False,False,39,True,False,Fiber optic,True,False,True,True,True,False,One year,True,Electronic check,95.55000305175781,3692.85009765625,Yes,1,73,2767,Attitude of service provider,
2239-CFOUJ,1,United States,California,Trinidad,95570,"41.162295, -124.027381",41.162296295166016,-124.02738189697266,Male,False,True,True,1,True,False,No,,,,,,,One year,False,Mailed check,20.399999618530273,20.399999618530273,No,0,54,4540,,
2239-CGBUZ,1,United States,California,West Covina,91791,"34.061634, -117.893169",34.0616340637207,-117.8931655883789,Female,False,True,False,51,True,False,DSL,True,True,False,True,False,False,One year,True,Bank transfer (automatic),60.5,3145.14990234375,No,0,63,4207,,
2239-JALAW,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.68729019165039,-120.4373550415039,Male,False,False,False,58,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Bank transfer (automatic),103.25,6017.64990234375,Yes,1,74,6105,Attitude of support person,
2240-HSJQD,1,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501220703125,-117.01611328125,Male,False,False,True,38,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,81.8499984741211,3141.699951171875,No,0,55,3571,,1.0
2242-MFOTG,1,United States,California,Poway,92064,"32.984395, -117.013454",32.98439407348633,-117.0134506225586,Male,False,False,False,33,True,True,Fiber optic,True,False,False,False,False,False,One year,False,Bank transfer (automatic),80.0999984741211,2603.300048828125,No,0,54,3957,,
2243-FNMMI,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.83369827270508,-118.31438446044922,Male,False,False,False,20,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.399999618530273,415.3999938964844,No,0,32,4958,,
2245-ADZFJ,1,United States,California,Castella,96017,"41.121108, -122.336613",41.12110900878906,-122.33661651611328,Female,False,True,False,31,True,True,DSL,False,True,False,True,True,True,Two year,False,Bank transfer (automatic),80.55000305175781,2471.60009765625,No,0,24,3491,,
2249-YPRNG,1,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659088134766,-123.43685913085938,Female,False,True,False,20,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.8499984741211,2239.64990234375,Yes,1,84,4223,Service dissatisfaction,1.0
2250-IVBWA,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.34382629394531,-121.88311767578125,Male,False,True,True,64,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,81.05000305175781,5135.35009765625,No,0,48,5168,,1.0
2251-PYLPB,1,United States,California,Big Bear Lake,92315,"34.242058, -116.89802",34.24205780029297,-116.89801788330078,Male,False,True,False,72,True,True,DSL,True,True,True,True,False,True,Two year,False,Credit card (automatic),79.55000305175781,5810.89990234375,No,0,55,4766,,
2252-ISRNH,1,United States,California,Covelo,95428,"39.83307, -123.178765",39.83306884765625,-123.17876434326172,Male,False,True,True,9,True,True,Fiber optic,False,False,True,False,True,False,One year,True,Electronic check,90.3499984741211,767.9000244140625,No,0,27,2993,,
2252-JHJGE,1,United States,California,Sun Valley,91352,"34.231053, -118.338307",34.23105239868164,-118.33831024169922,Male,False,False,False,61,True,True,Fiber optic,True,False,True,False,True,True,One year,False,Electronic check,104.0,6363.4501953125,No,0,22,4344,,
2252-NKNSI,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.66779327392578,-121.60130310058594,Male,False,False,False,52,True,True,DSL,True,True,False,True,True,True,Two year,True,Mailed check,85.1500015258789,4461.85009765625,No,0,69,4322,,
2253-KPMNB,1,United States,California,Live Oak,95953,"39.258746, -121.77697",39.25874710083008,-121.77696990966797,Female,False,True,True,69,False,,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),46.25,3121.39990234375,No,0,33,4180,,
2254-DLXRI,1,United States,California,Burbank,91504,"34.213049, -118.317651",34.213050842285156,-118.3176498413086,Female,False,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,79.1500015258789,79.1500015258789,No,0,57,2742,,1.0
2256-YLYLP,1,United States,California,Cypress,90630,"33.818477, -118.038307",33.818477630615234,-118.0383071899414,Male,False,True,True,68,True,False,DSL,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),72.94999694824219,4953.25,No,0,27,4499,,
2257-BOVXD,1,United States,California,Tahoe City,96145,"39.178337, -120.162806",39.17833709716797,-120.16280364990234,Male,False,True,False,14,True,True,DSL,False,False,False,True,True,False,Month-to-month,True,Credit card (automatic),66.5999984741211,979.5,No,0,36,3516,,
2259-OUUSZ,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71345901489258,-117.23638153076172,Male,False,False,False,7,False,,DSL,False,False,True,True,False,False,One year,True,Credit card (automatic),35.5,249.5500030517578,No,0,48,5124,,
2260-USTRB,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673484802246094,-116.47286224365234,Female,True,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.19999694824219,115.94999694824219,Yes,1,67,2767,Competitor offered more data,1.0
2262-SLNVK,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.14072036743164,-121.83829498291016,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.0999984741211,70.0999984741211,No,0,74,2475,,1.0
2263-SFSQZ,1,United States,California,San Jose,95138,"37.246064, -121.749494",37.246063232421875,-121.74949645996094,Male,False,True,True,51,True,True,No,,,,,,,Two year,True,Mailed check,24.950000762939453,1222.25,No,0,37,5461,,
2265-CYWIV,1,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926513671875,-120.69954681396484,Female,True,True,False,4,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,99.5999984741211,347.6499938964844,Yes,1,77,4708,Network reliability,1.0
2266-FUBDZ,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.78602981567383,-122.43730163574219,Male,False,True,True,15,True,False,No,,,,,,,Two year,False,Mailed check,19.350000381469727,278.8500061035156,No,0,54,2742,,
2266-SJNAT,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676979064941406,-118.10137939453125,Female,False,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,One year,False,Credit card (automatic),109.1500015258789,7789.60009765625,No,0,46,4807,,
2267-FPIMA,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.4979133605957,-122.26736450195312,Male,False,True,False,50,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.4000015258789,4914.89990234375,No,0,21,5548,,1.0
2267-WTPYD,1,United States,California,Granada Hills,91344,"34.291273, -118.505104",34.2912712097168,-118.5051040649414,Female,True,True,False,57,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,False,Credit card (automatic),94.0,5438.9501953125,No,0,49,6015,,1.0
2270-CHBFN,1,United States,California,Ventura,93004,"34.278697, -119.167798",34.2786979675293,-119.16780090332031,Female,False,True,False,44,True,True,Fiber optic,True,True,True,True,False,False,Month-to-month,True,Credit card (automatic),95.0999984741211,4060.550048828125,No,0,20,2221,,1.0
2272-JKMSI,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.73668670654297,-121.25198364257812,Female,False,True,True,62,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,110.80000305175781,6840.9501953125,No,0,49,4306,,
2272-QAGFO,1,United States,California,Inglewood,90304,"33.936827, -118.359824",33.93682861328125,-118.35982513427734,Female,True,False,False,14,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.30000305175781,1096.25,Yes,1,71,5342,Service dissatisfaction,1.0
2272-UOINI,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.13380813598633,-117.52372741699219,Female,False,False,False,7,True,False,DSL,True,True,False,True,True,True,Month-to-month,True,Electronic check,78.5,571.0499877929688,No,0,47,3601,,
2272-WUSPA,1,United States,California,Milford,96121,"40.181279, -120.392967",40.181278228759766,-120.3929672241211,Female,False,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,110.75,7751.7001953125,No,0,34,4848,,
2273-QCKXA,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.01932144165039,-118.39189910888672,Male,False,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,49.04999923706055,49.04999923706055,No,0,30,3178,,
2274-XUATA,1,United States,California,Earp,92242,"34.137742, -114.36514",34.13774108886719,-114.36514282226562,Male,True,True,False,72,False,,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),63.099998474121094,4685.5498046875,No,0,56,4933,,
2275-RBYQS,1,United States,California,Sun City,92587,"33.69887, -117.25071",33.69887161254883,-117.2507095336914,Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.400001525878906,45.400001525878906,No,0,50,4916,,
2276-YDAVZ,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.69053649902344,-118.55278778076172,Female,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.0999984741211,270.70001220703125,Yes,1,69,4965,Competitor offered higher download speeds,1.0
2277-AXSDC,1,United States,California,El Centro,92243,"32.770393, -115.60915",32.77039337158203,-115.6091537475586,Female,False,False,False,32,True,False,No,,,,,,,One year,False,Bank transfer (automatic),19.75,624.1500244140625,No,0,46,4691,,
2277-BKJKN,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.43212890625,-121.09928894042969,Female,True,True,False,71,True,False,Fiber optic,False,True,True,False,True,True,Two year,True,Electronic check,99.19999694824219,7213.75,No,0,23,4951,,
2277-DJJDL,1,United States,California,La Grange,95329,"37.666587, -120.411517",37.666587829589844,-120.41151428222656,Male,True,True,False,60,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,99.0,6017.89990234375,No,0,40,4763,,1.0
2277-VWCNI,1,United States,California,Brookdale,95007,"37.106902, -122.100006",37.106903076171875,-122.10000610351562,Female,True,False,False,4,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,48.75,179.85000610351562,No,0,25,3048,,
2279-AXJJK,1,United States,California,Cazadero,95421,"38.578807, -123.19338",38.57880783081055,-123.1933822631836,Male,False,True,False,52,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Credit card (automatic),95.6500015258789,5088.39990234375,No,0,45,4465,,1.0
2282-YGNOR,1,United States,California,Monterey Park,91754,"34.050322, -118.147037",34.050323486328125,-118.14703369140625,Female,False,False,False,29,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),58.0,1734.5,No,0,63,2810,,
2284-VFLKH,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.56224060058594,-121.14836120605469,Male,False,True,False,49,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),99.25,4920.7998046875,No,0,43,4995,,
2292-XQWSV,1,United States,California,Temple City,91780,"34.101608, -118.055848",34.10160827636719,-118.05584716796875,Male,False,True,True,40,False,,DSL,False,True,True,True,True,True,One year,False,Mailed check,60.29999923706055,2448.5,No,0,28,3724,,
2293-IJWPS,1,United States,California,Piercy,95587,"39.955587, -123.681175",39.95558547973633,-123.6811752319336,Female,False,True,False,57,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),100.75,5985.0,No,0,31,6354,,
2294-DMMUS,1,United States,California,Patterson,95363,"37.410236, -121.320337",37.41023635864258,-121.3203353881836,Female,False,True,True,62,True,True,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),70.44999694824219,4300.4501953125,No,0,37,5057,,
2294-SALNE,1,United States,California,Chula Vista,91910,"32.636792, -117.054989",32.63679122924805,-117.05499267578125,Male,False,True,False,23,True,False,Fiber optic,False,True,True,True,False,False,One year,False,Mailed check,86.80000305175781,1940.800048828125,No,0,54,3200,,
2296-DKZFP,1,United States,California,San Francisco,94118,"37.781304, -122.461522",37.78130340576172,-122.4615249633789,Female,False,True,False,65,True,False,DSL,True,True,True,False,False,True,Two year,False,Bank transfer (automatic),71.0,4386.2001953125,No,0,32,6308,,
2300-RQGOI,1,United States,California,Needles,92363,"34.711224, -114.702256",34.71122360229492,-114.70225524902344,Female,False,False,False,38,True,False,No,,,,,,,Two year,False,Mailed check,20.049999237060547,741.5,No,0,62,2295,,
2302-ANTDP,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789798736572266,-121.47452545166016,Female,True,True,False,48,True,True,Fiber optic,True,True,True,True,True,True,Month-to-month,False,Electronic check,117.44999694824219,5438.89990234375,Yes,1,67,5915,Competitor offered more data,1.0
2302-OUZXB,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360260009765625,-119.30638122558594,Male,False,True,False,72,True,True,DSL,False,True,True,False,True,True,Two year,False,Bank transfer (automatic),82.1500015258789,5784.2998046875,No,0,70,4552,,
2303-PJYHN,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039222717285156,-118.26629638671875,Female,False,True,False,2,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.850000381469727,52.0,No,0,80,4107,,
2305-MRGLV,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816593170166016,-122.94828796386719,Male,False,True,False,28,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),76.55000305175781,2065.39990234375,No,0,71,2085,,1.0
2307-FYNNL,1,United States,California,La Mirada,90638,"33.902045, -118.008961",33.90204620361328,-118.00896453857422,Male,True,False,False,65,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Electronic check,109.05000305175781,7108.2001953125,No,0,29,5692,,
2308-STERM,1,United States,California,Armona,93202,"36.315979, -119.710852",36.31597900390625,-119.71085357666016,Female,False,False,False,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.399999618530273,61.04999923706055,No,0,63,5816,,
2309-OSFEU,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.95068359375,-124.09709167480469,Male,False,False,False,10,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Mailed check,33.900001525878906,298.45001220703125,Yes,1,84,2529,Lack of self-service on Website,
2311-QYMUQ,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.60019302368164,-120.15339660644531,Female,False,True,False,16,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Credit card (automatic),89.44999694824219,1430.25,Yes,1,73,3696,Attitude of support person,1.0
2314-TNDJQ,1,United States,California,Oceanside,92056,"33.194742, -117.29032",33.194740295410156,-117.29032135009766,Female,False,True,True,72,False,,DSL,True,True,True,True,False,True,Two year,False,Credit card (automatic),55.650001525878906,3880.050048828125,No,0,35,5192,,
2316-ESMLS,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601989746094,-119.7611312866211,Female,False,True,False,12,False,,DSL,True,False,False,True,False,False,One year,False,Credit card (automatic),33.150001525878906,444.75,No,0,74,3882,,
2320-JRSDE,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.80992126464844,-119.12743377685547,Female,False,True,True,1,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.899999618530273,19.899999618530273,Yes,1,73,4633,Attitude of service provider,
2320-SLKMB,1,United States,California,Baker,92309,"35.28952, -116.092214",35.289520263671875,-116.09221649169922,Female,False,False,False,26,False,,DSL,False,False,True,True,True,False,Month-to-month,True,Credit card (automatic),44.45000076293945,1183.800048828125,No,0,26,3080,,
2320-TZRRH,1,United States,California,Three Rivers,93271,"36.413433, -118.854708",36.41343307495117,-118.85470581054688,Female,False,False,False,20,True,False,No,,,,,,,One year,False,Mailed check,19.5,403.1499938964844,No,0,59,4700,,
2320-YKQBO,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599979400634766,-122.53938293457031,Female,False,False,False,7,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.299999237060547,144.9499969482422,No,0,57,4764,,
2321-OMBXY,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018646240234,-117.2582015991211,Female,False,True,False,38,True,False,DSL,True,True,False,True,True,True,One year,False,Credit card (automatic),80.30000305175781,3058.64990234375,Yes,1,81,2071,Limited range of services,
2322-VCZHZ,1,United States,California,El Portal,95318,"37.654551, -119.822984",37.6545524597168,-119.82298278808594,Male,True,True,False,23,True,False,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Electronic check,90.0,2024.0999755859375,No,0,50,4999,,1.0
2323-ARSVR,1,United States,California,Milpitas,95035,"37.441931, -121.878502",37.441932678222656,-121.87850189208984,Male,False,True,False,67,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,111.05000305175781,7321.0498046875,No,0,67,6103,,
2324-AALNO,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.00895690917969,-118.89159393310547,Female,False,False,False,48,True,True,No,,,,,,,One year,False,Bank transfer (automatic),24.549999237060547,1203.949951171875,No,0,41,5517,,
2324-EFHVG,1,United States,California,Oakland,94609,"37.834341, -122.26437",37.8343391418457,-122.26437377929688,Male,False,False,False,64,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.4000015258789,6692.64990234375,No,0,38,5617,,
2325-NBPZG,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067203521728516,-122.52400207519531,Female,False,False,False,3,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,74.55000305175781,233.64999389648438,No,0,58,5125,,1.0
2325-WINES,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505271911621094,-117.9550552368164,Female,False,False,False,32,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),104.05000305175781,3416.85009765625,No,0,60,2335,,
2325-ZUSFD,1,United States,California,Irvine,92602,"33.720359, -117.733655",33.720359802246094,-117.73365783691406,Female,False,True,False,57,True,False,DSL,True,False,False,False,True,True,One year,True,Bank transfer (automatic),70.0999984741211,3913.300048828125,Yes,1,81,4669,Network reliability,
2330-PQGDQ,1,United States,California,Gualala,95445,"38.848082, -123.50608",38.84808349609375,-123.5060806274414,Male,False,True,True,51,True,True,Fiber optic,False,True,False,True,False,False,One year,False,Bank transfer (automatic),84.19999694824219,4299.75,No,0,33,4952,,
2332-EFBJY,1,United States,California,Sherman Oaks,91403,"34.147149, -118.463365",34.14714813232422,-118.46336364746094,Male,False,False,False,16,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.700000762939453,342.3999938964844,Yes,1,82,3438,Lack of self-service on Website,
2332-TODQS,1,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955169677734,-118.02645874023438,Female,False,False,False,48,True,True,No,,,,,,,One year,False,Credit card (automatic),25.049999237060547,1171.5,No,0,33,3642,,
2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.73269271850586,-119.78378295898438,Male,False,False,False,18,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.049999237060547,388.6000061035156,No,0,20,2782,,
